City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Andenes,NO,69.3143,16.1194,9.99,76,100,9.77,overcast clouds
472,Ha Tinh,VN,18.3333,105.9,29.52,70,100,0.9,overcast clouds
473,Saint Anthony,US,45.0205,-93.218,19.4,78,100,5.14,overcast clouds
474,Coahuayana,MX,18.7333,-103.6833,25.2,92,100,1.06,overcast clouds
475,Mandurah,AU,-32.55,115.7,16.06,62,2,1.43,clear sky
476,Saldanha,ZA,-33.0117,17.9442,11.03,76,12,7.32,light rain
477,El Tigre,VE,8.8875,-64.2454,24.48,84,35,1.72,scattered clouds
478,Agucadoura,PT,41.4318,-8.7804,17.27,92,20,1.58,few clouds
479,Coos Bay,US,43.3665,-124.2179,22.4,86,0,7.2,clear sky
480,Sao Sebastiao,BR,-23.76,-45.4097,18.47,90,56,3.41,broken clouds
481,Morro Bay,US,35.3658,-120.8499,25.18,48,8,3.13,clear sky
482,Vitim,RU,59.4511,112.5578,14.4,69,84,2.37,light rain
483,Strezhevoy,RU,60.7333,77.5889,10.99,90,100,7.12,light rain
484,Tecoanapa,MX,16.5167,-98.75,26.51,82,85,2.05,overcast clouds
485,Lewiston,US,44.1003,-70.2148,19.66,84,75,0.0,broken clouds
486,Krasnoselkup,RU,65.7,82.4667,14.16,59,99,5.91,overcast clouds
487,Rafaela,AR,-31.2503,-61.4867,16.1,54,4,1.34,clear sky
488,Wanning,CN,18.8003,110.3967,30.14,69,43,2.66,scattered clouds
489,Izberbash,RU,42.5696,47.8645,22.03,54,0,3.16,clear sky
490,Puerto Suarez,BO,-18.95,-57.8,23.72,47,49,1.74,scattered clouds
491,Darnah,LY,32.767,22.6367,25.82,71,0,7.34,clear sky
492,Genhe,CN,50.7833,121.5167,22.22,43,83,1.0,broken clouds
493,Nipawin,CA,53.3668,-104.0009,18.02,100,100,3.6,light rain
494,Dzaoudzi,YT,-12.7887,45.2699,22.94,83,20,2.06,few clouds
495,Naze,JP,28.3667,129.4833,28.48,75,35,4.48,scattered clouds
496,Anyama,CI,5.4946,-4.0518,23.45,86,94,3.58,overcast clouds
497,Le Port,RE,-20.9373,55.2919,18.47,79,34,3.19,scattered clouds
498,Vinh Yen,VN,21.31,105.5967,27.97,81,82,1.29,broken clouds
499,Vryburg,ZA,-26.9566,24.7284,8.64,61,1,4.63,clear sky
500,Yukamenskoye,RU,57.8865,52.2416,10.88,75,1,1.67,clear sky
501,Kalmunai,LK,7.4167,81.8167,27.87,71,100,1.93,overcast clouds
502,Curup,ID,-3.4667,102.5333,25.43,65,93,0.25,overcast clouds
503,Kurilsk,RU,45.2333,147.8833,18.09,98,100,3.41,light rain
504,Saint-Leu,RE,-21.15,55.2833,17.95,71,24,0.5,few clouds
505,Iacu,BR,-12.7672,-40.2117,21.62,75,92,2.49,overcast clouds
506,Kasempa,ZM,-13.4584,25.8338,14.61,45,3,1.34,clear sky
507,Kabompo,ZM,-13.5927,24.2008,12.2,47,4,0.97,clear sky
508,Kangaatsiaq,GL,68.3065,-53.4641,7.13,75,84,11.0,broken clouds
509,Weihai,CN,37.5017,122.1136,26.6,90,100,5.37,overcast clouds
510,La Union,PE,-5.4,-80.75,17.82,79,3,6.96,clear sky
511,Majalgaon,IN,19.15,76.2333,24.36,83,97,4.87,overcast clouds
512,Prata,BR,-19.3072,-48.9242,21.09,40,0,1.69,clear sky
513,Santa Rosa,PH,14.3122,121.1114,29.49,76,100,1.83,heavy intensity rain
514,Kassala,SD,15.451,36.4,24.35,82,100,5.9,overcast clouds
515,Herouville-Saint-Clair,FR,49.2109,-0.3065,22.9,55,0,2.57,clear sky
516,Atar,MR,20.5169,-13.0499,31.9,46,0,3.55,clear sky
517,Linkou,CN,45.3,130.2833,23.3,59,90,1.36,overcast clouds
518,Opelousas,US,30.5335,-92.0815,26.04,100,0,1.54,clear sky
519,Novo Aripuana,BR,-5.1206,-60.3797,27.62,56,87,1.33,overcast clouds
520,Barbastro,ES,42.0356,0.1269,26.3,43,6,1.05,clear sky
521,Puerto Escondido,MX,15.85,-97.0667,26.46,69,100,3.6,thunderstorm
522,Camocim,BR,-2.9022,-40.8411,24.1,79,89,4.87,overcast clouds
523,Okha,RU,53.5739,142.9478,17.35,71,44,1.98,scattered clouds
524,Marystown,CA,47.1666,-55.1483,16.82,95,99,2.65,overcast clouds
525,Stokmarknes,NO,68.5646,14.9108,9.99,76,100,5.66,overcast clouds
526,Yeppoon,AU,-23.1333,150.7333,22.88,64,0,2.83,clear sky
527,Quatre Cocos,MU,-20.2078,57.7625,20.06,64,98,8.58,light rain
528,Jinchang,CN,38.4953,102.1739,21.19,55,100,4.6,overcast clouds
529,Coracora,PE,-15.0333,-73.7833,8.09,47,9,0.78,clear sky
530,Mpongwe,ZM,-13.5091,28.155,13.71,46,4,1.85,clear sky
531,Berdigestyakh,RU,62.0989,126.6992,18.34,73,100,3.07,overcast clouds
532,Vagur,FO,61.4732,-6.8119,11.1,84,100,3.95,overcast clouds
533,Mocuba,MZ,-16.8392,36.9856,17.8,83,0,2.11,clear sky
534,Pisco,PE,-13.7,-76.2167,15.03,88,20,1.54,few clouds
535,Zemio,CF,5.0314,25.1361,20.23,99,100,1.43,moderate rain
536,Santo Nino,PH,6.435,124.6975,29.74,70,58,0.5,light rain
537,Socorro,US,31.6546,-106.3033,32.56,26,20,1.54,few clouds
538,Trairi,BR,-3.2778,-39.2689,24.92,83,10,4.57,clear sky
539,Lagos,NG,6.5833,3.75,25.18,91,100,4.06,light rain
540,Gemena,CD,3.25,19.7667,21.26,98,100,0.38,light rain
541,Kirksville,US,40.1948,-92.5833,28.36,76,75,3.09,broken clouds
542,Avera,US,33.194,-82.5271,23.73,46,4,2.39,clear sky
543,Mangrol,IN,21.1167,70.1167,26.65,86,97,8.5,overcast clouds
544,Sarandi,BR,-23.4436,-51.8739,15.76,52,82,2.37,broken clouds
545,Zhangye,CN,38.9342,100.4517,20.64,62,100,2.71,overcast clouds
546,Nicoya,CR,10.1483,-85.452,24.52,92,100,1.35,overcast clouds
547,Shingu,JP,33.7333,135.9833,32.26,61,100,3.7,overcast clouds
548,Bonavista,CA,48.6499,-53.1147,15.46,94,54,3.66,broken clouds
549,Susaki,JP,33.3667,133.2833,30.04,65,68,2.76,broken clouds
550,Bulolo,PG,-7.2,146.65,30.17,55,60,1.29,broken clouds
551,Gerede,TR,40.8008,32.1969,13.78,78,6,0.98,clear sky
552,Conakry,GN,9.538,-13.6773,25.33,84,100,4.04,light rain
553,Hobyo,SO,5.3505,48.5268,24.22,83,66,9.35,broken clouds
554,Lakhimpur,IN,27.95,80.7667,30.78,63,69,3.76,broken clouds
555,Xiaoweizhai,CN,26.1903,107.5125,23.28,88,100,1.81,overcast clouds
556,Hengshui,CN,37.7322,115.7011,27.86,85,100,0.83,overcast clouds
557,Payo,ID,-3.7508,103.6372,26.14,80,99,1.57,overcast clouds
558,Ayagoz,KZ,47.9714,80.4392,20.02,51,0,2.56,clear sky
559,Guane,CU,22.2025,-84.0875,25.15,83,97,1.32,overcast clouds
560,Bollnas,SE,61.3482,16.3946,14.07,78,12,0.4,few clouds
561,Araouane,ML,18.9048,-3.5265,33.23,35,3,5.75,light rain
562,Kachug,RU,53.9606,105.8817,18.28,56,95,0.64,overcast clouds
563,Arawa,PG,-6.2132,155.5367,30.59,61,23,2.24,few clouds
564,Prince Rupert,CA,54.3161,-130.3201,17.05,82,100,8.23,overcast clouds
565,Havelock,US,34.8791,-76.9013,24.41,76,0,3.6,clear sky
566,Ejea De Los Caballeros,ES,42.1263,-1.1372,25.12,44,26,1.55,scattered clouds
567,Santa Cruz,BO,-17.8,-63.1667,22.7,78,40,2.06,scattered clouds
568,Ust-Karsk,RU,52.7011,118.8077,23.53,46,55,1.76,broken clouds
569,Mao,ES,39.8885,4.2658,27.31,83,0,2.06,clear sky
570,Rocha,UY,-34.4833,-54.3333,11.68,95,5,2.71,clear sky
571,Half Moon Bay,US,37.4636,-122.4286,25.57,73,100,8.23,mist
572,Seoul,KR,37.5683,126.9778,28.76,81,75,1.54,broken clouds
573,Inndyr,NO,67.0338,14.0276,10.02,81,100,2.56,overcast clouds
574,Deputatskiy,RU,69.3,139.9,3.2,91,100,2.37,overcast clouds
575,Verkhnyaya Inta,RU,65.9811,60.3094,6.78,91,94,6.04,overcast clouds
576,Envira,BR,-7.3,-70.2167,25.94,59,54,0.38,broken clouds
577,Martinsburg,US,39.4562,-77.9639,20.86,82,0,2.06,clear sky
578,Muscat,OM,23.6139,58.5922,32.01,56,99,1.54,overcast clouds
579,Oranjemund,NA,-28.55,16.4333,12.68,79,87,3.23,overcast clouds
580,Birao,CF,10.2849,22.7882,21.63,94,100,1.91,overcast clouds
581,Arrecife,ES,28.963,-13.5477,21.99,83,0,5.66,clear sky
582,Durazno,UY,-33.4131,-56.5006,13.46,91,1,3.73,clear sky
583,Edd,ER,13.9297,41.6925,32.45,63,85,1.66,overcast clouds
584,High Level,CA,58.5169,-117.136,27.06,50,20,2.06,few clouds
585,Tanete,ID,-3.9443,119.7848,29.23,68,76,4.51,broken clouds
586,Ayorou,NE,14.7308,0.9174,32.75,41,100,3.06,overcast clouds
587,Khovu-Aksy,RU,51.1333,93.6,17.12,58,88,1.02,overcast clouds
588,Makakilo City,US,21.3469,-158.0858,29.2,57,40,8.23,scattered clouds
589,Krasnovishersk,RU,60.4078,57.082,11.2,77,80,1.49,broken clouds
590,Odienne,CI,9.51,-7.5692,21.23,95,100,1.85,light rain
591,Raudeberg,NO,61.9875,5.1352,12.75,86,100,1.17,overcast clouds
592,Dwarka,IN,22.2394,68.9678,26.51,87,100,10.73,overcast clouds
593,Floro,NO,61.5996,5.0328,12.98,100,40,2.57,scattered clouds
594,Bendigo,AU,-36.7667,144.2833,13.81,51,100,1.79,overcast clouds
595,Newport,GB,51.5877,-2.9984,22.51,59,100,2.0,overcast clouds
596,Inuvik,CA,68.3499,-133.7218,19.42,59,40,5.14,scattered clouds
597,Shiyan,CN,32.6475,110.7781,33.45,53,100,0.85,overcast clouds
598,Lahij,YE,13.1667,44.5833,30.22,48,100,1.32,overcast clouds
599,Yelatma,RU,54.9675,41.7508,16.3,84,100,2.18,overcast clouds
600,Tromso,NO,69.6496,18.957,9.01,87,75,5.66,broken clouds
601,Ulladulla,AU,-35.35,150.4667,16.5,43,44,6.07,scattered clouds
602,Urengoy,RU,65.9667,78.3667,12.82,90,100,3.2,overcast clouds
603,Murdochville,CA,48.9583,-65.5006,13.49,94,100,0.85,overcast clouds
604,Parainen,FI,60.3067,22.301,18.27,71,6,2.53,clear sky
605,Bandarbeyla,SO,9.4942,50.8122,25.36,68,48,11.91,scattered clouds
606,Puerto Leguizamo,CO,-0.1934,-74.7819,23.8,80,47,0.14,scattered clouds
607,Pishva,IR,35.308,51.7267,26.97,17,0,3.03,clear sky
608,Saint-Joseph,RE,-21.3667,55.6167,16.23,76,33,6.31,scattered clouds
609,Bemidji,US,47.4736,-94.8803,19.05,90,0,0.0,clear sky
610,Merrill,US,45.1805,-89.6835,17.12,98,100,2.06,mist
611,Caborca,MX,30.5838,-111.101,22.97,78,100,7.5,overcast clouds
612,Middelkerke,BE,51.1558,2.8418,22.23,65,0,3.09,clear sky
613,Klaksvik,FO,62.2266,-6.589,10.51,93,96,4.54,overcast clouds
614,Russell,US,32.3502,-85.1999,24.57,100,0,0.0,clear sky
615,Poum,NC,-20.2333,164.0167,24.08,74,97,10.78,overcast clouds
616,Liberty,US,31.8335,-81.5004,26.1,44,0,0.0,clear sky
617,Pulivendla,IN,14.4167,78.2333,25.83,64,100,8.63,overcast clouds
618,Ulaangom,MN,49.9811,92.0667,19.47,49,18,1.82,few clouds
619,Omaha,US,41.2586,-95.9378,25.7,75,75,3.09,broken clouds
620,Kindu,CD,-2.95,25.95,22.23,81,99,0.52,overcast clouds
621,Bonthe,SL,7.5264,-12.505,24.65,83,100,4.78,overcast clouds
622,Bayugan,PH,8.7561,125.7675,24.99,94,100,1.08,overcast clouds
623,Auckland,NZ,-36.8667,174.7667,15.07,64,75,3.09,broken clouds
624,Lovozero,RU,68.005,35.0117,8.86,75,98,3.55,overcast clouds
625,Anda,CN,46.4,125.3167,24.76,53,100,2.88,overcast clouds
626,Pueblo,US,38.2545,-104.6091,31.42,28,0,3.09,clear sky
627,Kharabali,RU,47.4196,47.2568,25.65,26,26,6.47,scattered clouds
628,Waipawa,NZ,-41.4122,175.5153,11.59,61,0,3.35,clear sky
629,Isangel,VU,-19.55,169.2667,24.32,73,46,7.96,scattered clouds
630,Balykshi,KZ,47.0667,51.8667,23.0,28,0,5.0,clear sky
631,Sargatskoye,RU,55.6101,73.4972,13.27,83,73,7.35,broken clouds
632,Sarangani,PH,5.4033,125.4636,28.58,73,100,2.9,heavy intensity rain
633,Artigas,UY,-30.4,-56.4667,14.98,92,0,3.87,clear sky
634,Minab,IR,27.1467,57.0801,30.18,70,67,0.0,haze
635,Voh,NC,-20.9667,164.7,26.65,53,98,4.22,overcast clouds
636,Nhamunda,BR,-2.1861,-56.7131,25.73,61,48,0.88,scattered clouds
637,Fundacion,CO,10.5207,-74.185,24.17,92,99,0.82,overcast clouds
638,Burnie,AU,-41.0667,145.9167,15.26,65,58,4.16,broken clouds
639,Setermoen,NO,68.861,18.3486,10.98,70,100,0.45,overcast clouds
640,Jieshi,CN,22.8134,115.8257,29.26,74,62,1.71,broken clouds
641,Grootfontein,NA,-19.5667,18.1167,11.76,26,0,2.57,clear sky
642,Venice,US,27.0998,-82.4543,29.01,76,0,4.63,clear sky
643,Bourail,NC,-21.5667,165.4833,24.59,60,95,4.78,overcast clouds
644,Iracoubo,GF,5.4802,-53.2011,26.03,79,42,5.85,scattered clouds
645,Taltal,CL,-25.4,-70.4833,14.13,78,7,1.0,clear sky
646,Manoel Urbano,BR,-8.8389,-69.2597,25.89,57,79,0.51,broken clouds
647,La Ronge,CA,55.1001,-105.2842,22.14,53,20,2.57,few clouds
648,Novaya Igirma,RU,57.1334,103.9112,16.05,52,8,1.38,clear sky
649,Horn,DE,51.8715,8.9451,19.86,77,10,1.84,clear sky
650,Mirabad,AF,30.4362,61.8383,28.95,19,15,10.82,few clouds
651,Khilok,RU,51.3674,110.4676,21.47,42,11,1.64,few clouds
652,Hervey Bay,AU,-25.2986,152.8535,18.64,52,0,1.53,clear sky
653,Beaverlodge,CA,55.2166,-119.4361,14.64,84,100,4.9,overcast clouds
654,Marsh Harbour,BS,26.5412,-77.0636,28.1,65,100,1.0,overcast clouds
655,Ocampo,MX,21.65,-101.5,14.74,85,100,3.4,overcast clouds
656,Dauphin,CA,51.1494,-100.0502,21.08,100,0,2.06,clear sky
657,Megion,RU,61.0296,76.1136,12.01,82,97,8.93,overcast clouds
658,Cuamba,MZ,-14.8031,36.5372,16.63,61,0,2.02,clear sky
659,Tiarei,PF,-17.5333,-149.3333,28.01,76,63,6.28,broken clouds
660,Leninskoye,KZ,41.7589,69.3864,26.19,21,0,1.49,clear sky
661,Maniitsoq,GL,65.4167,-52.9,6.46,79,89,4.64,overcast clouds
662,Ust-Nera,RU,64.5667,143.2,21.91,44,59,2.21,broken clouds
663,Dumbravita,RO,45.7667,25.4333,16.77,82,76,0.59,broken clouds
664,Teknaf,BD,20.8624,92.3058,25.2,93,100,6.49,moderate rain
665,Ugoofaaru,MV,5.6667,73.0,27.36,77,96,3.05,overcast clouds
666,Karaton,ID,-6.3424,106.1045,27.84,73,96,0.39,overcast clouds
667,Malumfashi,NG,11.7853,7.6218,21.11,95,100,3.31,moderate rain
668,Port-Gentil,GA,-0.7193,8.7815,23.46,79,100,6.38,overcast clouds
669,Puerto Wilches,CO,7.3483,-73.896,23.87,92,75,0.64,broken clouds
670,Puerto Colombia,CO,10.9878,-74.9547,28.05,80,100,2.69,overcast clouds
671,Cravo Norte,CO,6.3017,-70.2041,24.53,89,99,1.71,overcast clouds
672,Miles City,US,46.4083,-105.8406,32.54,31,0,3.09,clear sky
673,Tartagal,AR,-22.5164,-63.8013,18.23,52,7,1.59,clear sky
674,Palana,RU,59.1167,159.9667,12.83,87,89,4.67,overcast clouds
675,Shellbrook,CA,53.2168,-106.4011,17.57,84,100,6.48,overcast clouds
676,Mikuni,JP,36.2171,136.1519,27.95,83,80,5.16,light rain
677,Santiago Del Estero,AR,-27.7951,-64.2615,20.09,45,0,4.19,clear sky
678,Karachi,PK,24.9056,67.0822,25.9,89,40,2.57,scattered clouds
679,Balkanabat,TM,39.5108,54.3671,30.15,19,0,4.6,clear sky
680,Chillan,CL,-36.6066,-72.1034,11.18,87,20,5.14,few clouds
681,Katete,UG,-0.7818,29.7544,17.24,81,100,1.03,light rain
682,Road Town,VG,18.4167,-64.6167,29.05,83,20,5.14,few clouds
683,Phayao,TH,19.25,100.25,25.2,87,97,0.88,overcast clouds
684,Mission Bend,US,29.6938,-95.6649,29.5,78,0,3.6,clear sky
685,Matara,LK,5.9485,80.5353,26.67,84,100,4.82,overcast clouds
686,Hami,CN,42.8,93.45,28.42,20,13,4.89,few clouds
687,Tyshkivka,UA,48.4967,30.9423,19.74,52,100,3.78,overcast clouds
688,Mareeba,AU,-17.0,145.4333,26.91,58,53,1.51,broken clouds
689,Kalaleh,IR,37.3807,55.4916,22.78,83,0,0.0,clear sky
690,Agadez,NE,19.75,10.25,30.3,15,25,4.31,scattered clouds
691,Micheweni,TZ,-4.9667,39.8333,23.7,81,6,6.34,clear sky
692,Kahului,US,20.8947,-156.47,33.01,56,40,10.29,scattered clouds
693,Miguel Hidalgo,MX,19.4225,-99.2028,17.67,78,75,3.6,broken clouds
694,Langxiang,CN,46.95,128.8833,23.42,54,18,1.18,few clouds
695,Prado,BR,-17.3411,-39.2208,19.85,70,68,3.17,broken clouds
696,Bukama,CD,-9.2,25.85,19.97,41,7,1.67,clear sky
697,San-Pedro,CI,4.7485,-6.6363,23.22,89,93,2.95,overcast clouds
698,Sovetskaya Gavan,RU,48.9723,140.2878,20.91,64,30,3.18,scattered clouds
699,Te Anau,NZ,-45.4167,167.7167,10.63,57,11,1.66,few clouds
700,Kupang,ID,-10.1667,123.5833,30.19,49,0,3.03,clear sky
701,Zhicheng,CN,30.2956,111.5047,34.06,55,53,2.41,broken clouds
702,Morant Bay,JM,17.8815,-76.4093,28.79,85,52,2.38,broken clouds
703,Uribia,CO,11.7139,-72.266,28.3,69,100,6.96,overcast clouds
704,Stryn,NO,61.9045,6.7226,16.19,86,96,1.62,overcast clouds
705,Lomas De Sargentillo,EC,-1.8833,-80.0833,23.92,83,13,2.83,few clouds
706,Qaracala,AZ,39.8132,48.9523,23.71,60,0,0.34,clear sky
707,Basirhat,IN,22.6685,88.8697,27.99,89,89,8.44,light rain
