City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,East London,-33.0153,27.9116,15.78,82,23,2.5,ZA,2022-08-09 02:07:49
280,Lokosovo,61.1333,74.8167,21.19,65,0,2.02,RU,2022-08-09 02:07:50
281,Pangnirtung,66.1451,-65.7125,6.91,79,59,1.13,CA,2022-08-09 02:07:50
282,Grand Gaube,-20.0064,57.6608,18.54,78,4,8.22,MU,2022-08-09 02:07:51
283,Westport,41.1415,-73.3579,28.75,85,0,3.58,US,2022-08-09 02:05:42
284,Mitsamiouli,-11.3847,43.2844,23.62,66,98,2.21,KM,2022-08-09 02:07:51
285,Sorland,67.667,12.6934,12.92,96,100,12.72,NO,2022-08-09 02:07:52
286,Orikum,40.3253,19.4714,25.43,73,4,2.75,AL,2022-08-09 02:07:52
287,Antofagasta,-23.65,-70.4,12.6,70,42,1.86,CL,2022-08-09 02:05:46
288,Seymchan,62.8833,152.4333,26.33,40,3,5.52,RU,2022-08-09 02:07:53
289,Kreminna,49.0495,38.2179,20.84,38,5,2.12,UA,2022-08-09 02:07:53
290,Pangai,-19.8,-174.35,25.53,80,0,6.65,TO,2022-08-09 02:07:54
291,Gazojak,41.1875,61.4036,25.21,31,57,3.13,TM,2022-08-09 02:07:54
292,Yabelo,4.8833,38.0833,14.28,66,72,2.36,ET,2022-08-09 02:07:17
293,Gat,31.61,34.7642,24.38,70,0,1.01,IL,2022-08-09 02:07:55
294,Odesskoye,54.2111,72.9651,16.58,82,87,5.18,RU,2022-08-09 02:07:56
295,Senador Jose Porfirio,-2.5908,-51.9542,24.8,71,37,1.01,BR,2022-08-09 02:07:56
296,San Andres,12.5847,-81.7006,28.01,83,100,3.6,CO,2022-08-09 02:07:56
297,Porto Novo,6.4965,2.6036,23.14,85,100,3.13,BJ,2022-08-09 02:07:57
298,Bambanglipuro,-7.95,110.2833,27.19,71,49,5.07,ID,2022-08-09 02:07:57
299,Chateauroux,46.8167,1.7,18.0,55,0,4.63,FR,2022-08-09 02:07:58
300,Port Lincoln,-34.7333,135.8667,14.95,47,17,5.55,AU,2022-08-09 02:07:58
301,Sao Joao Da Barra,-21.6403,-41.0511,21.2,90,78,2.17,BR,2022-08-09 02:07:58
302,Ampanihy,-24.7,44.75,16.56,58,0,3.11,MG,2022-08-09 02:07:59
303,Anage,-14.6122,-41.1356,20.58,58,65,1.19,BR,2022-08-09 02:07:59
304,Chuy,-33.6971,-53.4616,9.0,85,83,3.28,UY,2022-08-09 02:08:00
305,The Pas,53.8251,-101.2541,23.01,49,100,11.32,CA,2022-08-09 02:08:00
306,Kant,27.8,79.8,30.43,70,83,4.26,IN,2022-08-09 02:08:01
307,Naron,43.5167,-8.1528,20.57,75,0,4.17,ES,2022-08-09 02:08:01
308,Sao Jose Da Coroa Grande,-8.8978,-35.1478,23.78,77,99,4.33,BR,2022-08-09 02:08:02
309,Vernon,50.2581,-119.2691,33.85,25,0,1.34,CA,2022-08-09 02:08:02
310,San Ignacio,17.1561,-89.0714,23.27,95,91,1.47,BZ,2022-08-09 02:08:02
311,Port Hedland,-20.3167,118.5667,26.03,21,7,3.09,AU,2022-08-09 02:08:03
312,Teya,60.3778,92.6267,15.95,75,100,1.09,RU,2022-08-09 02:08:03
313,Esmeraldas,-19.7625,-44.3139,20.48,55,91,1.66,BR,2022-08-09 02:08:04
314,Caruray,10.3094,119.0128,29.66,67,65,1.83,PH,2022-08-09 02:09:04
315,Chapais,49.7834,-74.8492,9.95,96,100,2.47,CA,2022-08-09 02:09:05
316,Narbonne,43.0833,2.8333,21.85,53,0,1.64,FR,2022-08-09 02:04:29
317,Lorengau,-2.0226,147.2712,28.64,73,61,4.7,PG,2022-08-09 02:09:05
318,Torres,-29.3353,-49.7269,14.9,92,100,2.54,BR,2022-08-09 02:07:03
319,Ergani,38.2653,39.7621,24.95,41,0,0.94,TR,2022-08-09 02:09:06
320,Ostrovnoy,68.0531,39.5131,8.56,87,12,3.26,RU,2022-08-09 02:09:06
321,Wiarton,44.7407,-81.1332,17.8,100,100,3.09,CA,2022-08-09 02:09:07
322,Tezu,27.9167,96.1667,27.01,89,98,1.17,IN,2022-08-09 02:09:07
323,Minab,27.1467,57.0801,33.77,46,8,1.0,IR,2022-08-09 02:09:08
324,Zyryanovsk,49.7386,84.2719,19.85,47,100,0.22,KZ,2022-08-09 02:09:08
325,Gravelbourg,49.8834,-106.5512,27.51,26,0,4.9,CA,2022-08-09 02:09:09
326,Tamandare,-8.7597,-35.1047,23.68,77,100,4.12,BR,2022-08-09 02:09:09
327,Gamba,-2.65,10.0,21.22,91,100,1.9,GA,2022-08-09 02:09:10
328,Kodiak,57.79,-152.4072,13.73,72,100,3.6,US,2022-08-09 02:09:10
329,Mount Isa,-20.7333,139.5,21.87,20,0,5.66,AU,2022-08-09 02:05:56
330,Hofn,64.2539,-15.2082,10.96,92,100,8.41,IS,2022-08-09 02:09:11
331,Clyde River,70.4692,-68.5914,4.93,79,95,7.33,CA,2022-08-09 02:09:11
332,Lingao,19.9103,109.6859,28.77,80,99,6.33,CN,2022-08-09 02:09:12
333,Upington,-28.4478,21.2561,11.44,50,22,3.76,ZA,2022-08-09 02:09:12
334,Kalabo,-14.97,22.6814,12.39,29,0,2.36,ZM,2022-08-09 02:09:13
335,Dzilam Gonzalez,21.2833,-88.9333,25.61,84,41,2.29,MX,2022-08-09 02:09:13
336,Mafeteng,-29.823,27.2374,4.48,75,0,1.69,LS,2022-08-09 02:09:14
337,Fairview,40.8126,-73.999,31.57,60,0,7.2,US,2022-08-09 02:05:59
338,Juneau,58.3019,-134.4197,16.02,88,100,1.54,US,2022-08-09 02:08:19
339,San Vicente,-26.6167,-54.1333,12.57,100,74,0.85,AR,2022-08-09 02:09:15
340,Karamadai,11.2406,76.9601,24.21,78,100,3.37,IN,2022-08-09 02:09:15
341,Gogrial,8.5332,28.1004,22.28,93,100,1.88,SS,2022-08-09 02:09:16
342,Kayerkan,69.3497,87.7602,16.96,100,20,3.39,RU,2022-08-09 02:09:16
343,Chase,50.8165,-119.6857,31.85,40,0,0.31,CA,2022-08-09 02:09:17
344,Prince Rupert,54.3161,-130.3201,16.85,68,22,2.86,CA,2022-08-09 02:09:18
345,Palmer,42.1584,-72.3287,27.46,77,100,4.63,US,2022-08-09 02:08:03
346,Makat,47.6469,53.3463,26.36,40,6,4.16,KZ,2022-08-09 02:09:19
347,Taoudenni,22.6783,-3.9836,37.81,11,6,6.86,ML,2022-08-09 02:09:19
348,Codajas,-3.8367,-62.0569,23.85,83,84,1.19,BR,2022-08-09 02:09:20
349,Nome,64.5011,-165.4064,12.04,76,75,5.14,US,2022-08-09 02:09:21
350,Saint Anthony,45.0205,-93.218,22.18,68,0,2.57,US,2022-08-09 02:09:21
351,Cayenne,4.9333,-52.3333,27.83,1,0,1.54,GF,2022-08-09 02:09:22
352,Laguna,38.421,-121.4238,33.0,42,0,5.66,US,2022-08-09 02:09:22
353,Hachinohe,40.5,141.5,24.1,94,75,2.06,JP,2022-08-09 02:09:23
354,Drumheller,51.4617,-112.7101,21.15,50,0,5.51,CA,2022-08-09 02:09:23
355,Sitka,57.0531,-135.33,17.94,59,40,2.57,US,2022-08-09 02:09:24
356,Moindou,-21.6924,165.677,20.87,60,97,4.22,NC,2022-08-09 02:09:24
357,Acton Vale,45.6501,-72.5658,15.51,100,100,0.45,CA,2022-08-09 02:09:24
358,Teguldet,57.3064,88.1667,19.64,64,9,2.23,RU,2022-08-09 02:09:25
359,Lompoc,34.6391,-120.4579,27.1,75,0,9.39,US,2022-08-09 02:09:26
360,Vila Franca Do Campo,37.7167,-25.4333,21.23,90,47,2.3,PT,2022-08-09 02:08:31
361,Pakxan,18.3778,103.6601,23.15,98,100,1.14,LA,2022-08-09 02:10:26
362,Naivasha,-0.7167,36.4359,11.72,81,91,1.35,KE,2022-08-09 02:10:27
363,Taboga,46.2663,13.1092,20.23,86,6,3.27,IT,2022-08-09 02:10:27
364,Chiang Khong,20.2613,100.4046,23.31,97,100,0.29,TH,2022-08-09 02:10:28
365,Dingle,10.9995,122.6711,28.1,76,100,1.31,PH,2022-08-09 02:10:28
366,Beringovskiy,63.05,179.3167,9.15,60,32,3.34,RU,2022-08-09 02:10:29
367,Emba,48.8264,58.1442,21.16,45,3,3.41,KZ,2022-08-09 02:09:19
368,Antalaha,-14.9003,50.2788,20.31,80,96,3.57,MG,2022-08-09 02:10:30
369,Tiksi,71.6872,128.8694,10.72,80,100,4.07,RU,2022-08-09 02:10:30
370,Zemio,5.0314,25.1361,19.65,97,73,0.86,CF,2022-08-09 02:10:31
371,Snasa,64.2457,12.3778,13.09,85,100,0.45,NO,2022-08-09 02:10:32
372,Palauig,15.435,119.9045,28.16,77,100,6.5,PH,2022-08-09 02:10:32
373,Itarema,-2.9248,-39.9167,24.85,82,3,6.08,BR,2022-08-09 02:10:33
374,Mandello Del Lario,45.9192,9.3193,23.76,86,0,1.72,IT,2022-08-09 02:10:33
375,Neuquen,-38.9516,-68.0591,6.56,72,96,3.68,AR,2022-08-09 02:10:26
376,Kondinskoye,59.6481,67.41,21.08,65,6,1.41,RU,2022-08-09 02:10:34
377,Kirakira,-10.4544,161.9205,29.08,69,14,2.81,SB,2022-08-09 02:10:34
378,Mildura,-34.2,142.15,16.15,52,3,2.6,AU,2022-08-09 02:10:35
379,Port-Gentil,-0.7193,8.7815,23.2,86,100,7.51,GA,2022-08-09 02:10:35
380,Banjar,-8.19,114.9675,29.04,63,6,2.07,ID,2022-08-09 02:10:36
381,Sangamner,19.5667,74.2167,23.91,88,100,2.33,IN,2022-08-09 02:10:36
382,Vestmannaeyjar,63.4427,-20.2734,11.16,94,100,11.85,IS,2022-08-09 02:10:37
383,Diego De Almagro,-26.3667,-70.05,13.04,36,0,1.29,CL,2022-08-09 02:10:37
384,Athabasca,54.7169,-113.2854,18.32,45,0,5.63,CA,2022-08-09 02:10:38
385,Isahaya,32.8411,130.0431,32.63,63,75,1.54,JP,2022-08-09 02:10:38
386,Port Shepstone,-30.7414,30.455,18.55,76,96,7.2,ZA,2022-08-09 02:10:38
387,Stephenville,32.2207,-98.2023,34.07,35,40,3.6,US,2022-08-09 02:08:49
388,Kieta,-6.2167,155.6333,29.03,70,45,2.73,PG,2022-08-09 02:10:39
389,San Patricio,28.017,-97.5169,29.94,67,7,4.83,US,2022-08-09 02:10:40
390,Smithers,54.7804,-127.1743,22.99,34,5,1.46,CA,2022-08-09 02:10:40
391,Sept-Iles,50.2001,-66.3821,14.47,75,100,1.71,CA,2022-08-09 02:10:11
392,Bolshevik,54.0065,27.5692,11.79,83,17,2.95,BY,2022-08-09 02:10:41
393,Eureka,40.8021,-124.1637,21.22,80,3,2.24,US,2022-08-09 02:09:02
394,Dalbandin,28.8947,64.4101,31.07,37,69,1.93,PK,2022-08-09 02:10:41
395,Selu,19.4667,76.4667,23.07,94,100,4.07,IN,2022-08-09 02:10:42
396,Port Keats,-14.25,129.55,30.92,31,7,3.46,AU,2022-08-09 02:10:42
397,Jerome,42.7241,-114.5186,32.71,25,0,4.12,US,2022-08-09 02:10:42
398,Navoi,40.0844,65.3792,24.71,27,0,3.09,UZ,2022-08-09 02:10:43
399,Inhambane,-23.865,35.3833,19.84,75,1,4.26,MZ,2022-08-09 02:10:43
400,Ixtapa,20.7,-105.2,29.57,79,75,2.57,MX,2022-08-09 02:06:07
401,Faya,18.3851,42.4509,17.29,86,91,2.18,SA,2022-08-09 02:10:44
402,Havoysund,70.9963,24.6622,11.13,85,100,5.38,NO,2022-08-09 02:10:44
403,Besikduzu,41.052,39.2284,24.94,79,0,2.2,TR,2022-08-09 02:10:45
404,Erzin,36.9559,36.2,24.52,83,99,1.11,TR,2022-08-09 02:10:45
405,Tokmak,47.2514,35.7058,22.99,26,0,3.74,UA,2022-08-09 02:10:46
406,Ouro Preto Do Oeste,-10.7481,-62.2158,24.42,73,57,1.89,BR,2022-08-09 02:10:47
407,Mari,-7.06,-35.3194,22.45,89,1,2.98,BR,2022-08-09 02:10:47
408,Zhezkazgan,47.8043,67.7144,13.99,77,20,5.0,KZ,2022-08-09 02:10:47
409,Maningrida,-12.0667,134.2667,30.47,42,13,5.52,AU,2022-08-09 02:11:48
410,Buin,-33.7333,-70.75,10.62,46,0,2.03,CL,2022-08-09 02:11:48
411,Morehead,37.2711,-87.1764,26.03,82,0,0.0,US,2022-08-09 02:11:49
412,Margate,51.3813,1.3862,17.61,89,6,1.79,GB,2022-08-09 02:11:49
413,Glendive,47.1053,-104.7125,31.21,35,0,4.12,US,2022-08-09 02:11:49
414,Catuday,16.2923,119.8062,25.93,81,100,5.22,PH,2022-08-09 02:11:50
415,Comodoro Rivadavia,-45.8667,-67.5,6.92,57,0,2.06,AR,2022-08-09 02:11:54
416,Coffs Harbour,-30.3,153.1333,17.3,48,40,8.23,AU,2022-08-09 02:11:54
417,Pierre,44.3683,-100.351,28.25,46,0,4.12,US,2022-08-09 02:11:54
418,Romny,50.751,33.4747,16.13,93,95,3.2,UA,2022-08-09 02:11:55
419,Novoasbest,57.7422,60.2877,18.15,88,19,0.21,RU,2022-08-09 02:11:55
420,Puerto Escondido,15.85,-97.0667,27.15,83,99,1.95,MX,2022-08-09 02:11:56
421,Nahavand,34.1885,48.377,22.76,26,0,0.5,IR,2022-08-09 02:11:56
422,Carahue,-38.7,-73.1667,4.66,94,98,0.02,CL,2022-08-09 02:11:57
423,Sao Filipe,14.8961,-24.4956,26.04,83,46,3.13,CV,2022-08-09 02:11:57
424,Nakapiripirit,1.9167,34.7833,18.48,79,52,0.1,UG,2022-08-09 02:11:58
425,Lata,40.1629,-8.3327,15.73,90,0,1.13,PT,2022-08-09 02:11:58
426,Samana,19.2056,-69.3369,26.35,88,87,4.76,DO,2022-08-09 02:11:58
427,Tynda,55.1667,124.7167,10.73,98,100,1.91,RU,2022-08-09 02:11:59
428,Shingu,33.7333,135.9833,32.11,63,100,4.2,JP,2022-08-09 02:12:00
429,Chicama,-7.8447,-79.1469,14.3,82,10,2.3,PE,2022-08-09 02:12:03
430,Qaqortoq,60.7167,-46.0333,5.81,90,44,2.65,GL,2022-08-09 02:12:03
431,Valparaiso,-33.0393,-71.6273,12.49,79,0,1.54,CL,2022-08-09 02:12:04
432,Matagami,49.7502,-77.6328,9.75,93,100,1.74,CA,2022-08-09 02:12:05
433,Sao Felix Do Xingu,-6.6447,-51.995,26.67,38,87,0.95,BR,2022-08-09 02:12:05
434,Keningau,5.3378,116.1602,28.02,72,100,0.47,MY,2022-08-09 02:12:05
435,Espanola,35.9911,-106.0806,23.89,75,99,3.43,US,2022-08-09 02:12:06
436,Hobyo,5.3505,48.5268,24.17,83,96,9.78,SO,2022-08-09 02:12:06
437,San Antonio Del Monte,13.7164,-89.7383,23.58,93,93,1.68,SV,2022-08-09 02:12:07
438,Toora-Khem,52.4675,96.11,18.97,53,88,0.27,RU,2022-08-09 02:12:07
439,Tazovskiy,67.4667,78.7,13.42,88,38,6.93,RU,2022-08-09 02:12:08
440,Baruun-Urt,46.6806,113.2792,22.35,33,4,1.93,MN,2022-08-09 02:12:08
441,Alenquer,-1.9417,-54.7383,25.16,68,98,1.4,BR,2022-08-09 02:12:09
442,Valle De Allende,26.9333,-105.4,25.7,37,26,3.79,MX,2022-08-09 02:12:09
443,Hervey Bay,-25.2986,152.8535,20.01,54,0,3.58,AU,2022-08-09 02:07:12
444,Tabou,4.423,-7.3528,22.92,86,80,4.04,CI,2022-08-09 02:12:10
445,Snyder,32.7179,-100.9176,30.19,42,0,2.57,US,2022-08-09 02:12:10
446,Pabrade,55.0,25.7833,11.16,96,40,0.97,LT,2022-08-09 02:12:11
447,Falmouth,50.1544,-5.0711,17.5,77,6,2.06,GB,2022-08-09 02:12:11
448,Kurmanayevka,52.5093,52.0675,21.44,69,98,2.57,RU,2022-08-09 02:12:12
449,Kearney,40.6995,-99.0815,22.31,74,0,2.06,US,2022-08-09 02:12:12
450,Paamiut,61.994,-49.6678,5.41,85,100,8.34,GL,2022-08-09 02:12:13
451,Madang,-5.2246,145.7966,30.12,61,40,2.57,PG,2022-08-09 02:12:13
452,Morant Bay,17.8815,-76.4093,26.51,82,34,4.03,JM,2022-08-09 02:09:59
453,San Cristobal,7.7669,-72.225,24.1,93,58,1.21,VE,2022-08-09 02:13:14
454,Novyy Urengoy,66.0833,76.6333,21.86,59,3,4.34,RU,2022-08-09 02:13:15
455,Saint-Paul,-21.0096,55.2707,18.53,78,25,0.82,RE,2022-08-09 02:09:14
456,Ambovombe,-25.1667,46.0833,17.47,89,0,3.91,MG,2022-08-09 02:13:16
457,Strezhevoy,60.7333,77.5889,19.0,82,4,1.04,RU,2022-08-09 02:13:16
458,Pitimbu,-7.4706,-34.8086,23.33,80,79,5.45,BR,2022-08-09 02:13:17
459,Thinadhoo,0.5333,72.9333,27.49,70,94,1.43,MV,2022-08-09 02:13:18
460,Auki,-8.7676,160.7034,29.58,66,28,1.71,SB,2022-08-09 02:13:18
461,Novyye Gorki,56.7253,41.0601,13.79,97,91,1.96,RU,2022-08-09 02:13:19
462,Sorong,-0.8833,131.25,27.76,73,82,1.25,ID,2022-08-09 02:13:19
463,Ola,59.5833,151.2833,26.19,59,81,0.68,RU,2022-08-09 02:13:20
464,Hohoe,7.1518,0.4736,21.18,92,58,1.46,GH,2022-08-09 02:13:20
465,Karakol,42.4907,78.3936,18.49,57,4,0.74,KG,2022-08-09 02:13:21
466,Galle,6.0367,80.217,25.76,84,100,5.3,LK,2022-08-09 02:09:10
467,Mojoagung,-7.5667,112.35,29.67,58,7,0.5,ID,2022-08-09 02:13:22
468,Fortuna,40.5982,-124.1573,21.07,72,0,5.14,US,2022-08-09 02:13:22
469,Polson,47.6936,-114.1632,30.68,32,0,1.57,US,2022-08-09 02:13:22
470,Tepalcatepec,19.1833,-102.85,26.04,72,100,0.77,MX,2022-08-09 02:13:23
471,Buala,-8.145,159.5921,29.55,67,18,2.28,SB,2022-08-09 02:13:23
472,Iqaluit,63.7506,-68.5145,8.72,81,13,0.89,CA,2022-08-09 02:13:24
473,Chipata,-13.6333,32.65,13.59,50,0,2.14,ZM,2022-08-09 02:13:24
474,La Rioja,42.25,-2.5,15.88,73,6,1.85,ES,2022-08-09 02:13:25
475,Moussoro,13.6408,16.4901,26.71,68,73,2.71,TD,2022-08-09 02:13:26
476,Derzhavinsk,51.1,66.3167,17.14,61,80,5.33,KZ,2022-08-09 02:13:26
477,Omboue,-1.5746,9.2618,22.18,86,100,3.82,GA,2022-08-09 02:13:31
478,Puksoozero,62.5903,40.6066,12.67,78,100,1.11,RU,2022-08-09 02:13:32
479,Balezino,57.9796,53.0106,18.08,83,95,0.93,RU,2022-08-09 02:13:32
480,Soverato,38.685,16.5499,25.09,73,2,1.91,IT,2022-08-09 02:13:32
481,Mangochi,-14.4782,35.2645,18.04,60,0,2.13,MW,2022-08-09 02:13:33
482,La Ronge,55.1001,-105.2842,15.5,71,49,8.61,CA,2022-08-09 02:13:33
483,Nabire,-3.3667,135.4833,23.92,95,100,2.08,ID,2022-08-09 02:13:34
484,Saint-Georges,12.0564,-61.7485,26.8,85,53,6.0,GD,2022-08-09 02:11:55
485,Stornoway,58.2093,-6.3865,14.98,95,100,5.14,GB,2022-08-09 02:13:35
486,Moerai,-22.4333,-151.3333,21.83,72,94,12.17,PF,2022-08-09 02:13:35
487,Abu Zabad,12.35,29.25,22.14,88,100,3.52,SD,2022-08-09 02:13:36
488,Kasongo-Lunda,-6.4667,16.8167,20.17,35,25,1.06,CD,2022-08-09 02:13:36
489,Srednekolymsk,67.45,153.6833,27.04,41,73,1.27,RU,2022-08-09 02:12:21
490,Te Anau,-45.4167,167.7167,1.57,82,17,0.43,NZ,2022-08-09 02:13:37
491,Pulandian,39.3953,121.9669,18.21,87,100,1.51,CN,2022-08-09 02:13:38
492,Flin Flon,54.7682,-101.865,16.77,84,73,7.05,CA,2022-08-09 02:13:38
493,Katherine,-14.4667,132.2667,29.18,24,4,6.17,AU,2022-08-09 02:13:39
494,Chinhoyi,-17.3667,30.2,11.89,44,0,2.02,ZW,2022-08-09 02:13:39
495,Brzeg Dolny,51.273,16.7082,13.28,66,5,1.12,PL,2022-08-09 02:13:43
496,Netanya,32.3329,34.8599,25.01,75,0,0.63,IL,2022-08-09 02:13:43
497,Manoharpur,27.3,75.95,29.05,71,3,4.01,IN,2022-08-09 02:14:44
498,Berdigestyakh,62.0989,126.6992,16.14,76,100,3.54,RU,2022-08-09 02:14:44
499,Kuruman,-27.4524,23.4325,9.0,52,85,3.16,ZA,2022-08-09 02:13:15
500,Sola,-13.8833,167.55,27.14,67,1,0.12,VU,2022-08-09 02:14:45
501,The Valley,18.217,-63.0578,28.39,78,0,8.99,AI,2022-08-09 02:14:49
502,Bundi,25.4417,75.6417,29.48,71,5,3.89,IN,2022-08-09 02:14:50
503,Puerto Madero,14.7208,-92.4215,25.11,100,100,0.0,MX,2022-08-09 02:14:50
504,San Ramon,37.7799,-121.978,26.26,68,0,7.2,US,2022-08-09 02:12:04
505,Willowmore,-33.2926,23.4895,8.5,90,93,0.52,ZA,2022-08-09 02:14:51
506,Langsa,4.4683,97.9683,26.64,75,100,0.98,ID,2022-08-09 02:14:51
507,Neryungri,56.6709,124.6491,10.76,97,100,4.83,RU,2022-08-09 02:12:41
508,Poltavka,54.3663,71.7632,18.09,69,69,5.1,RU,2022-08-09 02:14:52
509,Fenoarivo,-18.933,47.4354,8.04,100,40,1.03,MG,2022-08-09 02:14:52
510,Kilindoni,-7.9139,39.6668,23.79,68,64,5.43,TZ,2022-08-09 02:14:53
511,Broome,42.2506,-75.833,25.95,75,20,4.63,US,2022-08-09 02:14:53
512,Cabra,37.4725,-4.4421,22.03,61,39,1.25,ES,2022-08-09 02:14:54
513,Nishihara,26.1842,127.7558,32.03,72,75,4.63,JP,2022-08-09 02:14:54
514,College,64.8569,-147.8028,16.97,57,75,3.6,US,2022-08-09 02:13:07
515,Saint-Joseph,-21.3667,55.6167,17.21,77,19,4.25,RE,2022-08-09 02:09:56
516,Mahajanga,-15.7167,46.3167,19.7,66,3,5.38,MG,2022-08-09 02:14:55
517,Khorixas,-20.3667,14.9667,16.9,34,0,1.4,NA,2022-08-09 02:14:55
518,Ganzhou,28.8184,115.4327,34.02,50,64,4.32,CN,2022-08-09 02:14:56
519,Mugumu,-1.85,34.7,17.72,52,71,1.36,TZ,2022-08-09 02:14:56
520,Filingue,14.3521,3.3168,27.89,71,99,5.12,NE,2022-08-09 02:14:57
521,Roma,43.2128,-75.4557,25.48,95,0,1.54,US,2022-08-09 02:14:57
522,Padang,-0.9492,100.3543,28.03,71,17,0.2,ID,2022-08-09 02:14:58
523,Jamui,24.9167,86.2167,29.06,72,24,7.86,IN,2022-08-09 02:14:58
524,Knysna,-34.0363,23.0471,14.86,74,88,2.97,ZA,2022-08-09 02:14:59
525,Joshimath,30.5667,79.5667,24.5,64,53,0.28,IN,2022-08-09 02:14:59
526,Shu,43.5983,73.7614,23.22,49,2,3.84,KZ,2022-08-09 02:14:59
527,Noumea,-22.2763,166.4572,22.99,62,100,4.33,NC,2022-08-09 02:11:21
528,Wang Saphung,17.301,101.7685,28.19,83,75,0.92,TH,2022-08-09 02:15:00
529,Maceio,-9.6658,-35.7353,21.69,88,40,2.57,BR,2022-08-09 02:10:38
530,Sistranda,63.7256,8.834,13.98,94,100,4.35,NO,2022-08-09 02:15:01
531,Eydhafushi,5.1033,73.0708,27.09,81,100,6.7,MV,2022-08-09 02:15:02
532,Flinders,-34.5833,150.8552,10.52,88,100,5.53,AU,2022-08-09 02:15:02
533,Poum,-20.2333,164.0167,21.73,64,55,8.94,NC,2022-08-09 02:15:03
534,Marsh Harbour,26.5412,-77.0636,28.76,76,6,5.89,BS,2022-08-09 02:15:03
535,Marzuq,14.4,46.4667,25.06,70,100,1.78,YE,2022-08-09 02:15:04
536,Muros,42.7762,-9.0603,18.8,84,1,2.39,ES,2022-08-09 02:15:04
537,Kirkenes,69.7271,30.0458,10.53,87,40,2.06,NO,2022-08-09 02:15:04
538,Chunskiy,56.0815,99.6342,18.84,64,86,1.33,RU,2022-08-09 02:15:05
539,Sayyan,15.1718,44.3244,17.22,65,91,1.81,YE,2022-08-09 02:15:05
540,Lubango,-14.9172,13.4925,14.29,22,0,2.37,AO,2022-08-09 02:14:48
541,Santa Fe,-31.6333,-60.7,10.01,96,100,3.58,AR,2022-08-09 02:15:06
542,Conceicao Do Araguaia,-8.2578,-49.2647,27.96,27,81,0.07,BR,2022-08-09 02:15:06
543,Rosarito,32.3333,-117.0333,28.15,71,31,1.81,MX,2022-08-09 02:14:31
544,Dalton,34.7698,-84.9702,25.98,96,99,1.39,US,2022-08-09 02:16:07
545,Mandalgovi,45.7625,106.2708,22.74,41,6,4.12,MN,2022-08-09 02:16:08
546,Chimbote,-9.0853,-78.5783,16.24,87,18,3.48,PE,2022-08-09 02:14:55
547,Asasa,7.1,39.2,13.06,94,100,1.5,ET,2022-08-09 02:16:09
548,Hornepayne,49.2138,-84.7705,11.12,88,38,2.25,CA,2022-08-09 02:16:09
549,Saurimo,-9.6608,20.3916,14.6,35,0,2.15,AO,2022-08-09 02:16:10
550,California,38.3004,-76.5074,30.36,81,40,2.06,US,2022-08-09 02:16:11
551,Babu,24.4167,111.5167,31.14,65,34,0.9,CN,2022-08-09 02:16:11
552,Platanos,37.6667,21.6167,24.49,49,0,2.69,GR,2022-08-09 02:16:12
553,Vila Velha,-20.3297,-40.2925,23.97,87,0,3.09,BR,2022-08-09 02:16:12
554,Merke,42.8728,73.1786,23.99,44,3,0.24,KZ,2022-08-09 02:16:13
555,Ust-Nera,64.5667,143.2,23.64,42,4,1.05,RU,2022-08-09 02:16:13
556,Lakhdenpokhya,61.5198,30.1992,13.85,70,99,1.29,RU,2022-08-09 02:16:14
557,Ayagoz,47.9714,80.4392,21.22,54,51,2.13,KZ,2022-08-09 02:16:14
